Year,Team,OFF,QB_cap,RB_cap,WR_cap,TE_cap,OL_cap,DEF,ED_cap,DL_cap,LB_cap,CB_cap,S_cap,SPT,K_cap,P_cap,LS_cap,Total_cap,QB_avg,RB_avg,WR_avg,TE_avg,OL_avg,ED_avg,DL_avg,LB_avg,CB_avg,S_avg,K_avg,P_avg,LS_avg,Total_avg,W,L,W-L%,PF,PA,PD,MoV,SoS,SRS,OSRS,DSRS,Conference,T
2012,IND,,4.41,2.08,5.62,1.54,9.5,,24.79,6.77,4.37,1.89,9.14,,3.2,1.32,0.39,75.39,5.92,2.5,8.74,2.11,11.84,21.0,9.49,3.88,3.14,10.91,3.07,0.45,0.48,84.0,11,5,0.688,357,387,-30,-1.9,-2.8,-4.7,-1.9,-2.8,AFC,0
2012,JAX,,3.22,1.48,6.11,9.91,17.23,,13.17,3.65,15.52,8.63,5.92,,1.94,0.56,1.03,95.27,3.99,1.79,7.82,7.96,17.96,16.63,4.08,15.64,10.51,6.99,3.45,0.72,1.0,105.05,2,14,0.125,255,444,-189,-11.8,-1.1,-13.0,-8.1,-4.9,AFC,0
2012,KC,,9.59,9.94,7.62,3.24,12.61,,17.76,14.89,6.94,15.77,9.88,,2.4,2.31,0.79,114.13,12.57,10.29,8.36,3.42,15.48,15.06,17.5,10.04,16.29,10.38,2.75,1.7,0.73,125.0,2,14,0.125,211,425,-214,-13.4,-0.6,-14.0,-10.3,-3.7,AFC,0
2012,MIA,,6.22,7.0,7.43,5.7,16.07,,9.55,9.08,20.05,2.44,3.72,,0.0,1.4,0.99,90.04,6.15,6.03,7.07,4.64,16.9,13.98,10.02,17.47,3.06,3.03,0.0,3.33,0.76,92.91,7,9,0.438,288,317,-29,-1.8,-0.8,-2.6,-5.5,2.9,AFC,0
2012,MIN,,3.26,14.64,5.14,5.82,15.94,,21.38,10.23,11.82,6.47,3.41,,0.42,1.63,0.98,101.9,3.45,16.22,7.43,7.09,17.56,21.4,7.83,12.85,10.74,3.85,0.55,1.38,1.14,112.24,10,6,0.625,379,348,31,1.9,1.4,3.4,1.6,1.8,NFC,0
2012,NE,,9.06,2.74,15.85,9.02,18.67,,2.92,11.67,16.53,6.12,5.76,,3.0,0.59,0.47,102.56,19.13,2.93,17.94,18.06,19.35,3.21,13.14,17.23,6.06,7.2,3.15,0.49,0.47,128.81,12,4,0.75,557,331,226,14.1,-1.4,12.8,12.2,0.5,AFC,0
2012,NO,,11.4,6.87,11.18,2.51,16.31,,2.76,10.05,15.86,8.72,7.35,,1.39,2.02,0.54,97.36,21.0,6.24,16.56,2.45,24.25,3.13,12.65,26.64,9.36,7.56,2.56,3.65,0.54,137.0,7,9,0.438,461,454,7,0.4,1.0,1.4,6.5,-5.1,NFC,0
2012,NYG,,10.14,5.83,5.56,3.6,20.76,,20.63,1.78,13.37,14.39,13.28,,1.6,1.45,1.11,113.98,17.24,6.79,5.35,3.59,21.85,23.35,2.02,14.54,12.13,11.26,1.4,2.5,1.15,123.64,9,7,0.563,429,344,85,5.3,0.9,6.2,4.0,2.2,NFC,0
2012,NYJ,,11.58,3.06,2.38,5.59,20.02,,10.91,7.62,20.2,12.66,6.49,,0.61,0.47,0.54,102.51,17.49,4.0,2.86,4.1,31.72,11.47,9.88,19.16,12.4,7.95,0.77,0.56,0.41,123.14,6,10,0.375,281,375,-94,-5.9,0.0,-5.9,-5.1,-0.9,AFC,0
2012,OAK,,3.7,11.44,11.03,1.56,7.75,,5.05,5.85,8.01,4.32,9.79,,4.5,4.9,1.28,80.35,11.5,8.96,11.09,1.52,10.84,5.75,7.71,15.84,6.8,16.82,4.0,4.0,1.18,108.12,4,12,0.25,290,443,-153,-9.6,-1.3,-10.8,-4.6,-6.2,AFC,0
2012,PHI,,14.44,4.47,8.2,4.56,9.66,,8.81,4.41,13.06,15.37,3.13,,0.57,0.83,0.93,88.82,16.71,10.97,7.94,6.07,18.23,14.63,5.65,23.3,17.16,3.64,0.62,0.83,0.88,127.12,4,12,0.25,280,444,-164,-10.3,1.4,-8.9,-5.3,-3.6,NFC,0
2012,PIT,,10.04,5.02,6.15,0.79,7.66,,15.26,15.72,9.24,2.7,16.64,,2.08,0.39,0.93,93.01,16.48,3.74,12.24,0.97,9.69,20.31,17.08,14.73,2.95,16.61,2.6,0.48,0.86,119.22,8,8,0.5,336,314,22,1.4,-2.0,-0.7,-2.8,2.1,AFC,0
2012,SD,,16.56,1.41,7.61,8.47,12.3,,7.24,10.51,5.64,4.36,13.82,,2.54,1.61,0.0,94.43,16.83,1.47,12.65,9.92,13.5,11.16,12.81,6.21,3.9,15.06,2.57,3.63,0.0,113.13,7,9,0.438,350,350,0,0.0,-2.3,-2.3,-2.0,-0.4,AFC,0
2012,SEA,,4.54,9.38,11.01,7.96,21.15,,9.07,9.29,7.24,3.19,4.26,,1.96,1.31,0.49,93.34,7.25,11.26,11.51,7.78,24.96,15.52,9.04,8.67,3.37,6.1,1.96,1.52,0.41,111.85,11,5,0.688,412,245,167,10.4,1.8,12.2,4.5,7.7,NFC,0
2012,SF,,10.88,8.83,11.42,9.17,14.21,,6.12,17.07,23.34,8.27,12.64,,3.62,1.96,1.15,129.63,11.01,9.83,12.43,8.71,23.16,10.33,17.37,22.45,12.07,12.59,3.0,3.4,1.06,148.44,11,4,0.719,397,273,124,7.8,2.5,10.2,3.5,6.7,NFC,1
2012,STL,,16.53,10.81,6.94,2.2,7.97,,23.55,3.13,7.55,9.6,6.13,,0.42,0.39,0.47,95.84,14.2,9.63,7.61,2.22,10.41,19.4,4.1,7.74,13.55,8.97,0.57,0.48,0.47,99.85,7,8,0.469,299,348,-49,-3.1,3.4,0.4,-2.1,2.4,NFC,1
2012,TB,,8.82,3.19,19.6,3.75,14.79,,3.62,13.01,7.03,9.13,3.89,,4.84,3.0,0.81,96.0,6.45,3.46,16.49,3.8,16.52,3.67,13.68,7.9,9.98,4.11,3.69,3.25,0.8,94.37,7,9,0.438,389,394,-5,-0.3,0.3,0.0,1.3,-1.3,NFC,0
2012,TEN,,10.93,13.18,10.05,2.83,15.29,,0.61,2.93,15.59,7.2,5.93,,3.68,1.24,0.4,90.84,10.29,15.17,11.97,4.61,15.1,0.83,3.18,19.85,9.72,9.11,3.0,1.3,0.49,105.54,6,10,0.375,330,471,-141,-8.8,-1.2,-10.0,-2.6,-7.4,AFC,0
2012,WAS,,5.65,1.99,14.95,2.02,22.22,,3.86,12.83,4.2,15.22,2.72,,0.39,1.85,0.54,88.98,7.22,2.16,21.83,2.27,22.14,4.32,15.41,7.42,18.58,3.29,0.48,1.75,0.41,107.68,10,6,0.625,436,388,48,3.0,0.4,3.4,4.6,-1.2,NFC,0
2013,ARI,45.21,6.17,5.31,14.83,2.47,16.42,35.24,2.08,20.99,7.2,9.9,2.27,4.72,2.05,1.58,1.09,92.37,11.28,5.46,20.34,2.54,13.6,2.93,24.15,13.1,11.74,3.2,1.5,1.25,1.09,112.19,10,6,0.625,379,324,55,3.4,3.0,6.4,2.7,3.7,NFC,0
2013,ATL,47.81,9.6,5.95,12.99,6.36,12.72,26.06,2.53,7.7,11.66,8.99,6.84,4.02,2.96,0.58,0.48,89.78,20.75,7.2,11.64,7.53,13.5,2.8,7.23,13.07,8.89,10.55,2.68,0.53,0.48,107.36,4,12,0.25,353,443,-90,-5.6,2.9,-2.8,1.2,-3.9,NFC,0
2013,BAL,45.11,7.38,6.47,7.23,3.97,18.16,50.18,17.65,18.17,4.95,8.3,6.06,3.74,0.48,2.5,0.76,103.97,20.64,8.38,5.63,4.35,17.26,17.86,20.12,7.74,11.31,6.65,0.48,2.5,0.81,126.22,8,8,0.5,320,352,-32,-2.0,-1.5,-3.5,-5.0,1.4,AFC,0
2013,BUF,40.94,4.91,7.66,8.98,4.61,14.07,50.07,5.13,29.04,0.29,6.78,9.12,2.01,0.56,0.39,1.06,93.31,6.37,9.98,11.85,5.42,12.84,5.33,35.06,0.5,8.39,9.63,0.72,0.94,1.07,109.13,6,10,0.375,339,388,-49,-3.1,-0.1,-3.2,-1.3,-1.9,AFC,0
2013,CAR,44.3,6.56,9.0,10.31,4.88,11.52,14.51,2.89,4.81,12.34,3.1,3.71,2.08,0.72,0.5,0.87,73.23,6.35,11.75,11.76,6.52,17.36,2.39,6.15,14.27,3.68,4.64,0.67,0.54,0.9,89.47,12,4,0.75,366,241,125,7.8,1.4,9.2,0.6,8.6,NFC,0
2013,CHI,54.38,11.28,10.17,19.04,2.56,10.55,29.46,15.42,3.37,13.02,6.98,3.69,6.29,3.53,1.73,1.04,103.16,11.65,11.6,22.29,5.88,17.12,15.64,3.18,12.24,6.45,3.02,2.58,2.0,0.93,115.37,8,8,0.5,445,478,-33,-2.1,-2.1,-4.1,3.0,-7.1,NFC,0
2013,CIN,42.28,2.34,5.75,9.18,3.8,20.61,40.72,20.63,7.18,7.0,7.26,5.65,2.94,1.6,0.0,1.34,92.94,2.25,5.96,8.7,4.88,25.29,21.15,8.31,8.38,7.5,6.7,1.5,0.63,0.99,102.86,11,5,0.688,430,305,125,7.8,-2.5,5.4,2.3,3.0,AFC,0
2013,CLE,32.91,3.46,1.65,2.2,1.97,24.04,37.79,12.56,12.23,7.77,10.84,2.16,2.02,0.56,0.41,1.06,80.88,4.39,2.69,2.74,2.9,21.55,13.46,11.94,9.16,10.3,2.81,0.84,0.45,0.84,84.07,4,12,0.25,308,406,-98,-6.1,-1.6,-7.7,-4.8,-2.9,AFC,0
2013,DAL,33.4,2.0,1.82,7.39,5.62,16.43,20.46,3.3,0.89,16.09,12.65,3.63,2.1,0.56,0.56,0.99,72.04,4.44,1.8,11.84,9.0,14.88,3.33,1.36,27.09,18.79,5.24,0.47,0.47,1.1,100.4,8,8,0.5,439,432,7,0.4,-1.1,-0.7,2.7,-3.4,NFC,0
2013,DEN,53.61,18.72,5.02,9.25,8.01,12.61,30.74,5.38,3.83,6.54,15.46,6.08,5.79,3.31,2.0,0.48,97.16,20.63,5.53,10.56,6.49,18.63,5.46,5.32,5.68,17.49,6.56,3.25,3.89,0.48,110.41,13,3,0.813,606,399,207,12.9,-1.6,11.4,14.1,-2.7,AFC,0
2013,DET,53.71,21.56,4.0,14.25,0.43,13.47,29.15,3.86,14.67,11.33,4.96,5.66,1.69,0.62,0.45,0.62,95.87,20.9,6.05,23.67,0.98,17.48,5.26,17.46,13.91,8.49,11.12,1.01,0.58,0.91,127.83,7,9,0.438,395,376,19,1.2,-2.8,-1.6,-1.2,-0.5,NFC,0
2013,GB,42.68,12.21,1.4,9.08,2.34,15.05,50.34,15.06,17.23,3.41,12.96,5.08,4.28,2.35,1.11,0.82,100.71,23.32,2.07,8.88,1.73,17.9,20.37,16.14,4.78,13.12,8.12,2.95,1.37,0.91,124.19,8,7,0.531,417,428,-11,-0.7,-2.4,-3.1,0.5,-3.6,NFC,1
2013,HOU,46.49,11.76,0.32,15.02,0.45,17.94,25.92,2.78,16.3,2.56,5.07,1.76,2.48,0.45,1.33,0.69,77.44,16.51,1.94,13.4,0.96,22.43,3.45,14.29,2.78,6.56,2.36,0.55,1.83,0.73,88.8,2,14,0.125,276,428,-152,-9.5,1.9,-7.6,-5.0,-2.6,AFC,0
2013,IND,39.21,8.52,4.17,4.37,1.62,20.05,50.59,16.26,12.39,2.08,8.1,13.84,6.86,3.4,2.98,0.48,98.73,9.15,7.93,5.18,1.83,17.58,16.54,12.96,1.93,9.33,15.71,3.07,2.98,0.48,105.14,11,5,0.688,391,336,55,3.4,0.6,4.0,1.7,2.3,AFC,0
2013,JAX,33.89,8.35,7.91,1.55,7.16,8.92,17.24,9.34,2.0,10.82,2.83,3.07,4.37,3.29,0.68,0.41,66.81,6.95,7.92,2.51,8.42,8.12,12.99,3.11,10.44,3.44,3.83,3.45,0.72,0.5,72.83,4,12,0.25,247,449,-202,-12.6,1.5,-11.1,-7.1,-4.0,AFC,0
2013,KC,49.11,11.96,6.78,6.91,2.85,20.06,57.23,17.46,13.76,4.58,12.76,13.25,3.89,1.47,1.85,0.57,114.8,13.09,7.23,16.24,5.02,21.29,13.77,20.43,6.93,18.86,11.08,2.75,3.75,0.73,141.73,11,5,0.688,430,305,125,7.8,-1.7,6.1,1.7,4.3,AFC,0
2013,MIA,28.06,5.86,1.93,6.64,1.76,11.88,40.88,19.93,7.86,9.01,7.49,5.59,3.18,0.44,1.65,1.09,81.12,7.65,2.04,19.81,1.89,13.71,24.06,6.48,19.39,9.22,11.73,0.58,3.33,0.76,120.63,8,8,0.5,317,335,-18,-1.1,0.3,-0.8,-2.9,2.1,AFC,0
2013,MIN,56.57,9.12,15.44,9.26,0.77,19.66,46.77,27.35,8.62,12.04,5.11,5.69,2.01,0.51,0.45,1.05,117.39,9.54,16.25,14.03,1.1,22.53,20.91,8.97,12.6,6.3,6.03,0.55,0.59,1.14,123.03,5,10,0.344,391,480,-89,-5.6,-1.1,-6.6,0.2,-6.9,NFC,1
2013,NE,45.97,14.6,2.91,7.64,1.4,18.93,17.48,1.36,1.52,16.98,8.55,6.05,4.36,3.4,0.41,0.56,84.78,14.4,2.77,9.62,1.95,17.29,2.16,5.83,17.25,10.09,7.13,3.15,0.5,0.47,93.13,12,4,0.75,444,338,106,6.6,-0.7,5.9,4.5,1.4,AFC,0
2013,NO,60.54,18.19,9.16,11.12,3.55,17.96,23.94,2.28,9.74,10.45,3.67,8.25,2.78,0.07,1.95,0.76,97.71,21.37,9.13,13.67,2.76,21.71,3.65,12.61,15.21,7.99,7.86,0.94,3.65,0.85,121.82,11,5,0.688,414,304,110,6.9,1.9,8.8,3.8,5.0,NFC,0
2013,NYG,45.21,22.0,2.8,8.37,3.0,8.52,34.1,15.27,3.36,9.9,5.24,10.24,3.49,0.62,1.83,1.05,92.7,17.53,3.29,13.59,4.22,14.09,18.7,4.56,15.41,4.48,8.68,1.05,2.5,1.15,109.93,7,9,0.438,294,383,-89,-5.6,0.2,-5.4,-6.2,0.8,NFC,0
2013,NYJ,39.63,2.42,2.88,10.21,2.18,21.53,25.11,3.12,5.67,14.22,13.78,2.55,1.67,0.62,0.36,0.7,80.63,2.8,3.97,10.67,3.16,25.06,3.68,6.77,10.17,15.88,3.52,0.78,0.5,0.75,88.24,8,8,0.5,290,387,-97,-6.1,0.0,-6.1,-4.7,-1.4,AFC,0
2013,OAK,29.63,0.41,11.45,4.27,1.5,9.67,14.26,3.93,2.64,6.28,4.81,2.88,6.49,4.96,0.41,1.13,56.66,0.5,8.73,4.12,1.77,11.2,4.07,3.49,9.29,5.22,3.24,3.78,0.46,1.07,61.01,4,12,0.25,322,453,-131,-8.2,0.2,-8.0,-3.8,-4.2,AFC,0
2013,PHI,68.64,13.41,6.19,13.92,5.51,25.61,29.32,8.14,8.22,7.77,6.03,6.92,2.32,0.66,0.62,1.04,108.05,8.88,10.52,15.24,6.22,31.78,19.82,9.1,8.92,10.04,7.32,0.62,0.91,1.06,134.42,10,6,0.625,442,382,60,3.8,-1.9,1.9,2.3,-0.5,NFC,0
2013,PIT,45.57,15.39,1.93,10.58,8.54,8.65,40.31,2.57,12.96,7.75,8.18,16.6,2.68,1.76,0.29,0.62,96.31,16.96,2.44,13.54,8.92,14.44,3.13,11.23,12.51,9.59,15.79,2.12,0.84,0.91,112.9,8,8,0.5,379,370,9,0.6,-2.5,-2.0,-0.9,-1.0,AFC,0
2013,SD,55.65,16.0,5.03,6.94,7.48,17.12,29.17,7.83,5.95,3.59,3.9,11.49,5.65,1.13,3.79,0.74,94.06,17.38,7.53,7.2,8.32,18.18,8.54,6.84,3.37,7.6,10.79,1.65,3.63,0.84,104.61,9,7,0.563,396,348,48,3.0,-0.3,2.7,0.5,2.1,AFC,0
2013,SEA,48.83,1.52,9.71,7.13,1.78,27.96,42.61,24.72,6.94,7.28,2.47,8.48,2.79,0.62,1.41,0.77,101.5,1.59,8.98,13.56,1.81,24.75,26.15,7.21,7.43,2.42,12.61,0.78,1.52,0.83,110.98,13,3,0.813,417,231,186,11.6,1.4,13.0,4.1,8.9,NFC,0
2013,SF,51.64,2.03,8.53,13.86,10.04,17.18,43.74,10.86,10.08,6.4,12.11,10.7,6.83,2.35,4.08,0.41,108.62,2.52,8.37,17.13,9.23,25.27,12.51,13.05,20.05,15.08,10.02,2.35,3.4,0.5,139.48,12,4,0.75,406,272,134,8.4,1.8,10.1,3.5,6.6,NFC,0
2013,STL,23.39,0.8,2.64,5.48,5.71,8.29,26.16,17.42,3.38,18.52,2.45,2.91,1.65,0.51,0.48,0.66,69.72,1.59,3.08,6.96,8.63,9.51,21.92,3.77,15.2,3.08,3.55,0.57,0.48,0.47,79.26,7,9,0.438,348,364,-16,-1.0,3.2,2.2,0.4,1.8,NFC,0
2013,TB,34.23,1.12,1.05,4.71,0.57,25.79,45.91,4.52,13.69,7.04,18.35,9.35,4.81,1.01,3.25,0.56,92.0,1.68,2.19,13.2,1.05,33.8,4.6,14.04,7.89,18.65,9.71,1.01,3.25,0.91,112.55,4,12,0.25,288,389,-101,-6.3,3.6,-2.7,-2.9,0.3,NFC,0
2013,TEN,65.24,6.34,14.83,11.15,6.98,25.22,26.18,1.45,5.5,14.06,8.97,10.26,4.64,2.8,1.35,0.49,110.12,7.52,17.67,10.93,8.55,27.61,1.59,6.52,16.07,9.19,12.04,3.34,1.3,0.49,124.24,7,9,0.438,362,381,-19,-1.2,0.4,-0.8,-0.2,-0.6,AFC,0
2013,WAS,49.17,5.97,1.25,18.25,4.1,19.09,28.98,8.99,8.41,8.23,7.19,4.39,1.84,0.48,0.88,0.48,88.7,6.88,1.68,20.72,4.39,24.13,7.04,11.42,7.22,8.71,5.87,0.48,1.12,0.53,101.5,3,13,0.188,334,478,-144,-9.0,-0.3,-9.3,-3.9,-5.4,NFC,0
2014,ARI,36.79,2.9,1.48,14.68,3.99,13.73,50.78,3.97,27.05,3.88,16.29,3.47,1.86,0.42,0.35,1.09,93.31,3.3,2.06,23.62,3.48,18.25,3.61,27.52,5.03,21.56,3.2,0.51,0.54,1.09,113.77,11,5,0.688,310,299,11,0.7,1.3,2.0,-2.4,4.4,NFC,0
2014,ATL,60.29,18.58,6.21,17.83,1.14,15.97,33.48,10.75,16.01,4.63,5.15,1.57,5.15,3.31,1.17,0.67,103.55,21.86,5.74,17.38,1.35,18.2,9.31,19.65,3.43,5.97,3.0,2.68,2.53,0.85,112.47,6,10,0.375,381,417,-36,-2.3,-1.6,-3.8,0.6,-4.4,NFC,0
2014,BAL,40.93,15.47,1.35,6.55,1.1,16.44,46.26,12.86,21.16,4.99,7.9,4.34,3.42,0.57,2.8,0.05,96.14,20.64,1.9,8.91,1.42,21.78,12.02,19.87,6.6,10.13,4.85,0.48,2.5,0.42,112.14,10,6,0.625,409,302,107,6.7,-2.1,4.6,1.8,2.8,AFC,0
2014,BUF,44.17,6.02,11.35,6.9,3.27,16.63,50.65,22.8,13.73,11.57,5.0,9.12,3.89,2.23,0.42,1.23,110.27,7.72,11.22,8.91,4.0,17.3,17.95,13.33,11.92,4.82,12.41,2.91,0.47,1.11,114.07,9,7,0.563,343,289,54,3.4,1.6,4.9,-0.4,5.3,AFC,0
2014,CAR,49.57,8.74,11.08,3.95,8.93,13.94,26.47,13.45,6.48,8.24,2.14,4.4,3.32,1.75,0.59,0.98,88.02,7.58,11.13,4.46,5.85,15.83,15.97,7.17,8.54,2.79,5.97,3.1,0.54,0.9,92.34,7,8,0.469,339,374,-35,-2.2,-0.9,-3.1,-2.4,-0.7,NFC,1
2014,CHI,50.05,19.22,8.85,2.62,6.79,12.84,21.54,4.48,4.11,5.88,8.59,4.36,3.75,2.73,0.45,0.57,81.64,19.26,8.78,3.47,6.42,13.62,11.09,4.54,6.22,10.25,4.31,4.71,0.58,0.86,94.94,5,11,0.313,319,442,-123,-7.7,1.0,-6.7,-2.0,-4.7,NFC,0
2014,CIN,49.09,10.93,3.45,8.87,5.9,19.52,54.91,13.66,16.98,7.33,17.74,6.53,4.48,1.4,2.32,0.76,115.81,18.1,3.9,7.89,4.23,23.77,13.68,17.33,7.65,18.63,6.55,1.5,2.8,0.99,127.53,10,5,0.656,365,344,21,1.3,-0.6,0.7,-0.5,1.3,AFC,1
2014,CLE,37.49,2.81,1.53,8.65,4.35,20.15,51.1,13.6,14.31,7.23,17.88,5.32,1.29,0.13,0.5,0.67,97.11,4.29,2.29,7.58,3.75,19.44,13.98,15.79,7.86,19.47,8.41,0.8,0.45,1.31,105.41,7,9,0.438,299,337,-38,-2.4,-1.5,-3.9,-4.8,0.9,AFC,0
2014,DAL,52.15,12.34,2.71,5.53,9.97,20.83,26.51,4.99,1.0,5.69,16.8,3.73,3.35,1.7,0.65,1.01,87.7,18.62,1.81,4.72,9.0,24.29,5.77,1.38,7.56,14.13,4.14,3.21,0.47,1.1,97.26,12,4,0.75,467,352,115,7.2,-1.8,5.4,5.3,0.1,NFC,0
2014,DEN,68.08,18.46,1.93,18.17,3.67,25.85,30.16,2.85,5.67,18.85,14.57,7.07,4.13,0.31,3.25,0.57,121.22,20.08,2.38,16.11,4.23,24.36,2.73,5.34,18.36,14.84,9.5,1.24,3.89,0.48,123.53,12,4,0.75,482,354,128,8.0,1.6,9.6,9.2,0.4,AFC,0
2014,DET,56.36,17.03,6.08,18.15,4.53,9.85,47.01,11.54,27.37,7.36,2.85,5.25,1.57,0.4,0.54,0.64,112.29,19.07,8.13,24.36,7.79,10.3,12.21,17.48,7.91,4.18,8.02,0.86,0.58,1.02,122.62,11,5,0.688,321,282,39,2.4,-0.4,2.1,-3.2,5.2,NFC,0
2014,GB,52.18,19.27,2.8,8.66,2.46,17.92,61.51,22.85,11.94,4.45,19.16,7.56,5.48,3.4,1.24,0.84,123.61,23.67,3.03,12.6,3.15,17.46,23.78,17.75,4.3,21.74,9.83,2.95,1.37,0.91,143.56,12,4,0.75,486,348,138,8.6,-0.3,8.3,7.9,0.4,NFC,0
2014,HOU,55.15,0.74,9.24,19.42,4.41,20.89,31.74,3.08,8.45,7.53,16.9,3.31,3.49,0.61,2.08,0.79,97.91,1.81,9.83,13.45,5.62,20.07,3.0,21.67,10.51,13.96,4.02,0.55,1.83,0.73,107.62,9,7,0.563,372,307,65,4.1,-2.3,1.7,-0.8,2.5,AFC,0
2014,IND,35.9,9.78,2.97,12.2,2.79,8.16,47.81,7.56,17.07,6.12,12.75,10.42,5.77,2.25,2.95,0.57,95.6,9.15,6.07,12.5,2.6,7.83,7.76,19.74,7.01,16.34,11.22,2.5,2.9,0.48,106.1,11,5,0.688,458,369,89,5.6,-1.1,4.4,5.2,-0.8,AFC,0
2014,JAX,44.4,9.55,5.08,3.52,10.1,15.58,34.14,21.11,7.72,3.79,2.7,2.62,5.45,4.19,0.77,0.5,87.79,9.68,4.72,3.6,8.77,14.99,19.83,7.2,3.6,3.82,3.68,3.45,0.72,0.5,85.11,3,13,0.188,249,412,-163,-10.2,-0.3,-10.5,-7.8,-2.7,AFC,0
2014,KC,52.45,8.47,10.45,16.45,5.14,10.8,36.63,16.42,8.94,2.61,7.6,3.67,4.82,0.42,3.8,0.6,96.52,20.93,10.2,17.0,5.43,11.63,16.13,14.37,3.65,7.56,4.01,0.51,3.75,0.76,118.26,9,7,0.563,353,281,72,4.5,1.2,5.7,0.0,5.7,AFC,0
2014,MIA,54.22,8.96,1.92,28.51,2.07,12.77,32.96,15.26,3.52,12.47,8.84,5.34,5.09,0.53,3.59,0.98,104.75,7.17,2.37,23.72,1.19,13.93,15.54,4.56,13.62,14.64,9.23,0.58,3.33,1.15,111.02,8,8,0.5,388,373,15,0.9,1.6,2.6,2.9,-0.4,AFC,0
2014,MIN,37.32,4.48,1.06,10.11,3.83,15.37,38.64,14.62,12.16,9.67,7.92,3.93,2.41,0.6,0.54,1.27,88.04,4.25,1.53,12.41,8.4,16.12,15.47,11.8,9.49,8.68,4.41,0.55,0.59,1.14,97.83,7,9,0.438,325,343,-18,-1.1,-0.5,-1.7,-2.8,1.1,NFC,0
2014,NE,54.59,15.43,2.72,12.79,7.3,16.27,32.65,0.45,9.22,17.29,14.42,8.56,4.94,3.8,0.5,0.65,109.96,14.54,3.33,15.71,10.7,15.85,0.58,10.06,20.94,22.8,5.38,3.15,0.5,0.65,124.71,12,4,0.75,468,313,155,9.7,1.3,10.9,7.5,3.5,AFC,0
2014,NO,66.9,19.04,5.0,10.33,6.18,25.31,20.86,4.92,4.93,8.91,8.0,3.01,4.67,0.57,3.24,0.86,101.35,20.92,4.83,10.82,12.15,23.14,13.37,5.1,9.87,9.48,4.11,0.96,3.65,0.85,120.43,7,9,0.438,401,424,-23,-1.4,-1.5,-2.9,1.9,-4.8,NFC,0
2014,NYG,45.42,21.01,2.15,4.96,1.78,14.51,30.24,9.22,2.71,4.81,4.83,13.47,4.48,1.35,1.98,1.15,84.94,16.9,4.36,5.95,2.27,16.8,8.57,3.22,5.27,9.99,11.77,1.25,1.88,1.15,90.39,6,10,0.375,380,400,-20,-1.3,-0.4,-1.7,0.8,-2.5,NFC,0
2014,NYJ,55.46,5.4,6.03,14.06,3.32,26.21,23.46,5.77,8.99,9.2,4.75,3.95,4.89,3.6,0.5,0.8,93.01,5.7,6.61,24.29,3.97,27.56,5.72,8.48,11.14,4.76,4.17,3.0,0.5,0.75,107.36,4,12,0.25,283,401,-118,-7.4,2.3,-5.0,-4.0,-1.0,AFC,0
2014,OAK,44.23,9.47,4.79,7.66,0.62,17.14,28.05,14.11,3.83,1.12,4.55,5.56,4.71,3.06,0.57,1.08,78.11,8.59,5.28,6.79,1.08,17.43,15.59,3.94,1.99,5.86,4.83,3.78,0.46,1.07,80.92,3,13,0.188,253,452,-199,-12.4,3.4,-9.0,-4.3,-4.7,AFC,0
2014,PHI,59.77,3.67,12.27,10.45,5.72,24.15,45.5,13.71,10.8,8.12,13.09,7.9,2.81,0.42,1.33,1.06,116.67,3.63,12.98,13.57,6.73,29.74,20.57,11.25,8.96,10.74,11.4,0.51,1.83,1.06,136.98,10,6,0.625,474,400,74,4.6,-0.7,3.9,6.6,-2.7,NFC,0
2014,PIT,53.12,21.33,1.63,7.52,7.74,14.32,42.78,12.9,8.07,15.28,11.06,10.75,2.82,1.76,0.42,0.64,114.0,16.96,2.23,12.05,5.73,21.82,13.75,8.55,13.67,6.18,13.66,3.2,0.42,0.92,119.62,11,5,0.688,436,368,68,4.3,-2.0,2.2,4.4,-2.1,AFC,0
2014,SD,53.16,17.84,6.27,10.64,9.23,9.18,36.14,11.94,6.46,2.89,4.72,13.02,2.64,1.7,0.1,0.84,94.83,16.8,9.6,9.32,10.48,11.31,9.2,7.45,3.22,5.26,11.39,1.65,0.96,0.84,97.47,9,7,0.563,348,348,0,0.0,1.9,1.9,0.7,1.2,AFC,0
2014,SEA,45.65,2.07,9.45,6.38,5.15,22.31,41.06,14.5,5.42,6.02,5.92,15.22,3.99,1.7,1.4,0.89,96.78,2.0,8.98,8.77,4.69,19.84,15.52,6.97,10.23,16.15,18.84,2.85,1.52,0.83,117.83,12,4,0.75,394,254,140,8.8,0.8,9.5,2.4,7.1,NFC,0
2014,SF,53.51,6.11,7.46,13.2,7.49,18.14,31.66,10.25,9.62,7.95,5.16,6.63,4.97,2.0,2.4,0.57,98.13,22.73,8.61,20.9,7.82,20.68,13.7,7.87,11.14,7.01,9.26,3.07,3.4,0.57,139.16,8,8,0.5,306,340,-34,-2.1,1.2,-1.0,-3.0,2.1,NFC,0
2014,STL,35.65,2.32,2.53,5.55,7.99,16.69,36.58,24.39,5.94,17.15,3.06,3.2,2.09,0.62,0.72,0.75,91.48,2.32,2.79,5.92,9.05,19.76,22.88,6.41,30.78,3.1,3.64,0.57,3.0,0.86,111.57,6,10,0.375,324,354,-30,-1.9,1.0,-0.8,-1.2,0.4,NFC,0
